id_credit,id_client,montant_fcfa,statut_credit,proba_defaut,score_credit_ia,risque_ia
CRD-0016416,CLI-041542,13658692,En cours,0.00056952453,849,Faible
CRD-0016417,CLI-031501,8381799,En cours,0.00040007927,849,Faible
CRD-0016418,CLI-033005,610500,En cours,0.007560618,843,Faible
CRD-0016419,CLI-027383,12123840,En cours,0.00035114956,849,Faible
CRD-0016420,CLI-034485,11220892,En cours,0.0007505378,849,Faible
CRD-0016421,CLI-041614,7957037,En cours,0.0004651758,849,Faible
CRD-0016422,CLI-024986,5842839,En cours,0.13705456,733,Faible
CRD-0016423,CLI-000795,6085000,En cours,0.00032654815,849,Faible
CRD-0016424,CLI-026287,18477949,En cours,0.0010930925,849,Faible
CRD-0016425,CLI-042763,17656197,En cours,0.0006548951,849,Faible
CRD-0016426,CLI-003901,7320127,En cours,0.00054046424,849,Faible
CRD-0016427,CLI-022664,11957735,En cours,0.0005085958,849,Faible
CRD-0016428,CLI-034260,12361428,En cours,0.00031840178,849,Faible
CRD-0016429,CLI-028342,1672074,En cours,0.0005143439,849,Faible
CRD-0016430,CLI-013136,5156576,En cours,0.00057899335,849,Faible
CRD-0016431,CLI-043212,17576399,En cours,0.59135395,347,Élevé
CRD-0016432,CLI-010936,3252195,En cours,0.0010715899,849,Faible
CRD-0016433,CLI-000682,5998785,En cours,0.0008053086,849,Faible
CRD-0016434,CLI-023412,8196384,En cours,0.0004484791,849,Faible
CRD-0016435,CLI-002048,8052922,En cours,0.00058798504,849,Faible
CRD-0016436,CLI-043386,3733769,En cours,0.0006502703,849,Faible
CRD-0016437,CLI-039683,7197337,En cours,0.00069654087,849,Faible
CRD-0016438,CLI-029852,610500,En cours,0.005018725,845,Faible
CRD-0016439,CLI-006349,13230304,En cours,0.0008251463,849,Faible
CRD-0016440,CLI-004377,8697964,En cours,0.00047467867,849,Faible
CRD-0016441,CLI-038201,610500,En cours,0.004638087,846,Faible
CRD-0016442,CLI-004796,5705354,En cours,0.0004632781,849,Faible
CRD-0016443,CLI-018628,610500,En cours,0.005984552,844,Faible
CRD-0016444,CLI-039803,2285981,En cours,0.00054781203,849,Faible
CRD-0016445,CLI-035702,610500,En cours,0.00040918152,849,Faible
CRD-0016446,CLI-007329,23276680,En cours,0.0015445786,848,Faible
CRD-0016447,CLI-027174,10953597,En cours,0.00014129248,849,Faible
CRD-0016448,CLI-035230,9508831,En cours,0.00023051923,849,Faible
CRD-0016449,CLI-044867,3595778,En cours,0.00039543532,849,Faible
CRD-0016450,CLI-001828,10998298,En cours,0.0003341862,849,Faible
CRD-0016451,CLI-044264,10234001,En cours,0.00024345859,849,Faible
CRD-0016452,CLI-020562,14049052,En cours,0.0005001723,849,Faible
CRD-0016453,CLI-000067,6344798,En cours,0.0006613819,849,Faible
CRD-0016454,CLI-032166,5589341,En cours,0.18116127,696,Faible
CRD-0016455,CLI-044373,5432724,En cours,0.00071164255,849,Faible
CRD-0016456,CLI-015857,7713948,En cours,0.00039172388,849,Faible
CRD-0016457,CLI-005009,10225704,En cours,0.00023261496,849,Faible
CRD-0016458,CLI-025191,17243261,En cours,0.0006176676,849,Faible
CRD-0016459,CLI-000171,16866912,En cours,0.0005741918,849,Faible
CRD-0016460,CLI-040903,8027562,En cours,0.17476626,701,Faible
CRD-0016461,CLI-019872,24470281,En cours,0.7887761,300,Critique
CRD-0016462,CLI-002134,12261935,En cours,0.00034735972,849,Faible
CRD-0016463,CLI-014551,12750054,En cours,0.0005442597,849,Faible
CRD-0016464,CLI-041473,14285108,En cours,0.47255674,448,Moyen
CRD-0016465,CLI-010449,16974427,En cours,0.28184813,610,Faible
CRD-0016466,CLI-007249,15247402,En cours,0.13441752,735,Faible
CRD-0016467,CLI-024384,5795226,En cours,0.00035926915,849,Faible
CRD-0016468,CLI-020889,7075316,En cours,0.0008703234,849,Faible
CRD-0016469,CLI-025592,1235457,En cours,0.04304797,813,Faible
CRD-0016470,CLI-015920,12678632,En cours,0.00043860672,849,Faible
CRD-0016471,CLI-036376,15091884,En cours,0.00026748102,849,Faible
CRD-0016472,CLI-003723,15429228,En cours,0.0007741448,849,Faible
CRD-0016473,CLI-020690,10902162,En cours,0.36528108,539,Moyen
CRD-0016474,CLI-032600,13172569,En cours,0.060518846,798,Faible
CRD-0016475,CLI-020549,610500,En cours,0.00029098114,849,Faible
CRD-0016476,CLI-029849,6654847,En cours,0.00058944896,849,Faible
CRD-0016477,CLI-019896,6094444,En cours,0.00024702694,849,Faible
CRD-0016478,CLI-014766,18148779,En cours,0.00076495914,849,Faible
CRD-0016479,CLI-033173,11322614,En cours,0.0003124728,849,Faible
CRD-0016480,CLI-014859,11100105,En cours,0.33863288,562,Moyen
CRD-0016481,CLI-006587,1037142,En cours,0.00029944413,849,Faible
CRD-0016482,CLI-029691,1439748,En cours,0.0005170312,849,Faible
CRD-0016483,CLI-038283,7981286,En cours,0.53103906,398,Élevé
CRD-0016484,CLI-036312,13892947,En cours,0.00054978987,849,Faible
CRD-0016485,CLI-036932,3839618,En cours,0.0015516985,848,Faible
CRD-0016486,CLI-030642,18158480,En cours,0.3670037,538,Moyen
CRD-0016487,CLI-024425,4452334,En cours,0.00034014,849,Faible
CRD-0016488,CLI-010162,12491489,En cours,0.00024250968,849,Faible
CRD-0016489,CLI-034197,5081137,En cours,0.061708476,797,Faible
CRD-0016490,CLI-043954,16847883,En cours,0.00073018,849,Faible
CRD-0016491,CLI-021074,20945461,En cours,0.0006431533,849,Faible
CRD-0016492,CLI-009947,12994413,En cours,0.48616326,436,Moyen
CRD-0016493,CLI-041207,5396789,En cours,0.23299478,651,Faible
CRD-0016494,CLI-040044,3837237,En cours,0.00038613685,849,Faible
CRD-0016495,CLI-036760,4863219,En cours,0.30754188,588,Moyen
CRD-0016496,CLI-012202,6382716,En cours,0.0006769671,849,Faible
CRD-0016497,CLI-003944,5721130,En cours,0.07615126,785,Faible
CRD-0016498,CLI-030196,17066857,En cours,0.0005599529,849,Faible
CRD-0016499,CLI-042733,9920680,En cours,0.000310295,849,Faible
CRD-0016500,CLI-033415,12600751,En cours,0.0006696759,849,Faible
CRD-0016501,CLI-042926,1621799,En cours,0.25605708,632,Faible
CRD-0016502,CLI-028109,7168876,En cours,0.0007098033,849,Faible
CRD-0016503,CLI-024736,12990219,En cours,0.00051639363,849,Faible
CRD-0016504,CLI-019845,6533217,En cours,0.00090801506,849,Faible
CRD-0016505,CLI-025651,11143078,En cours,0.043175258,813,Faible
CRD-0016506,CLI-011111,6760982,En cours,0.0009351087,849,Faible
CRD-0016507,CLI-012376,16518433,En cours,0.00047880292,849,Faible
CRD-0016508,CLI-015532,9306853,En cours,0.00051973073,849,Faible
CRD-0016509,CLI-040283,5494842,En cours,0.0003383921,849,Faible
CRD-0016510,CLI-017256,11102590,En cours,0.00024101416,849,Faible
CRD-0016511,CLI-009187,11118121,En cours,0.18930218,689,Faible
CRD-0016512,CLI-017140,15071371,En cours,0.00065003766,849,Faible
CRD-0016513,CLI-040194,1741988,En cours,0.00038973335,849,Faible
CRD-0016514,CLI-038122,3530125,En cours,0.21566121,666,Faible
CRD-0016515,CLI-016968,10634696,En cours,0.00030862278,849,Faible
CRD-0016516,CLI-043701,5849958,En cours,0.00086456083,849,Faible
CRD-0016517,CLI-034984,10079361,En cours,0.0002903831,849,Faible
CRD-0016518,CLI-038724,10654709,En cours,0.00019453953,849,Faible
CRD-0016519,CLI-026616,3639337,En cours,0.0007747141,849,Faible
CRD-0016520,CLI-012133,10885410,En cours,0.00023417022,849,Faible
CRD-0016521,CLI-001630,5923663,En cours,0.43968585,476,Moyen
CRD-0016522,CLI-017364,610500,En cours,0.00016571234,849,Faible
CRD-0016523,CLI-010574,9087103,En cours,0.0008555309,849,Faible
CRD-0016524,CLI-022710,6656770,En cours,0.0005363592,849,Faible
CRD-0016525,CLI-004164,5292492,En cours,0.00087816705,849,Faible
CRD-0016526,CLI-013985,9822481,En cours,0.00021594838,849,Faible
CRD-0016527,CLI-020156,12183571,En cours,0.00018894512,849,Faible
CRD-0016528,CLI-036343,5782888,En cours,0.00036428275,849,Faible
CRD-0016529,CLI-026682,14366078,En cours,0.2107657,670,Faible
CRD-0016530,CLI-009068,3421761,En cours,0.0002488552,849,Faible
CRD-0016531,CLI-009078,5774701,En cours,0.00048578516,849,Faible
CRD-0016532,CLI-032733,18252613,En cours,0.00038435473,849,Faible
CRD-0016533,CLI-011222,4365777,En cours,0.0004201316,849,Faible
CRD-0016534,CLI-037693,9073794,En cours,0.00054290687,849,Faible
CRD-0016535,CLI-043512,4504122,En cours,0.0005775036,849,Faible
CRD-0016536,CLI-023233,18000397,En cours,0.43003073,484,Moyen
CRD-0016537,CLI-021437,3992926,En cours,0.0006440958,849,Faible
CRD-0016538,CLI-002055,19464895,En cours,0.0004946773,849,Faible
CRD-0016539,CLI-004133,15773226,En cours,0.00046188402,849,Faible
CRD-0016540,CLI-031211,11707021,En cours,0.0002373561,849,Faible
CRD-0016541,CLI-031800,14428533,En cours,0.13109177,738,Faible
CRD-0016542,CLI-010795,21116188,En cours,0.00097242306,849,Faible
CRD-0016543,CLI-021919,5908743,En cours,0.21166655,670,Faible
CRD-0016544,CLI-028191,10164965,En cours,0.19474328,684,Faible
CRD-0016545,CLI-018815,9124234,En cours,0.00027339332,849,Faible
CRD-0016546,CLI-018180,4419935,En cours,0.00063773745,849,Faible
CRD-0016547,CLI-028692,6673644,En cours,0.0006255547,849,Faible
CRD-0016548,CLI-004354,10926082,En cours,0.00019606503,849,Faible
CRD-0016549,CLI-034379,22942126,En cours,0.0006215634,849,Faible
CRD-0016550,CLI-032240,2635034,En cours,0.00027275388,849,Faible
CRD-0016551,CLI-041994,9047537,En cours,0.0004099071,849,Faible
CRD-0016552,CLI-018514,6913742,En cours,0.0007633156,849,Faible
CRD-0016553,CLI-002519,12627081,En cours,0.297288,597,Faible
CRD-0016554,CLI-010622,12714090,En cours,0.00029405556,849,Faible
CRD-0016555,CLI-004085,1084150,En cours,0.0004756389,849,Faible
CRD-0016556,CLI-028241,10220435,En cours,0.00038794812,849,Faible
CRD-0016557,CLI-038337,610500,En cours,0.00019119143,849,Faible
CRD-0016558,CLI-027651,16066388,En cours,0.20871413,672,Faible
CRD-0016559,CLI-025422,610500,En cours,0.00028227645,849,Faible
CRD-0016560,CLI-003084,3589392,En cours,0.0006620715,849,Faible
CRD-0016561,CLI-020208,11838596,En cours,0.4125604,499,Moyen
CRD-0016562,CLI-024063,5156631,En cours,0.00078592054,849,Faible
CRD-0016563,CLI-024690,11428261,En cours,0.0002973662,849,Faible
CRD-0016564,CLI-040446,20210548,En cours,0.0010612382,849,Faible
CRD-0016565,CLI-018245,15704563,En cours,0.40283105,507,Moyen
CRD-0016566,CLI-005726,6211398,En cours,0.001207161,848,Faible
CRD-0016567,CLI-013103,7759699,En cours,0.00069524103,849,Faible
CRD-0016568,CLI-037282,1891860,En cours,0.00028465252,849,Faible
CRD-0016569,CLI-043653,15572091,En cours,0.00039070053,849,Faible
CRD-0016570,CLI-013067,12220391,En cours,0.00023770078,849,Faible
CRD-0016571,CLI-002364,4108726,En cours,0.00048523815,849,Faible
CRD-0016572,CLI-018476,11133322,En cours,0.00036703437,849,Faible
CRD-0016573,CLI-029660,610500,En cours,0.014777567,837,Faible
CRD-0016574,CLI-009305,11374842,En cours,0.00027343057,849,Faible
CRD-0016575,CLI-030088,17012346,En cours,0.00046695358,849,Faible
CRD-0016576,CLI-017691,13552355,En cours,0.19670671,682,Faible
CRD-0016577,CLI-009266,10881900,En cours,0.0005439558,849,Faible
CRD-0016578,CLI-028594,15623397,En cours,0.37719125,529,Moyen
CRD-0016579,CLI-041801,6483186,En cours,0.08207316,780,Faible
CRD-0016580,CLI-025763,610500,En cours,0.0002971916,849,Faible
CRD-0016581,CLI-018852,17653670,En cours,0.0006526097,849,Faible
CRD-0016582,CLI-020964,14588227,En cours,0.0005196619,849,Faible
CRD-0016583,CLI-011481,11253182,En cours,0.15945633,714,Faible
CRD-0016584,CLI-034268,9814654,En cours,0.00044859818,849,Faible
CRD-0016585,CLI-012241,14232239,En cours,0.0009181201,849,Faible
CRD-0016586,CLI-010591,14223893,En cours,0.00027886961,849,Faible
CRD-0016587,CLI-021714,8162495,En cours,0.00046961196,849,Faible
CRD-0016588,CLI-009165,17188652,En cours,0.0004111645,849,Faible
CRD-0016589,CLI-022934,13917672,En cours,0.0005429949,849,Faible
CRD-0016590,CLI-002428,5604317,En cours,0.14790773,724,Faible
CRD-0016591,CLI-006953,23279787,En cours,0.36905825,536,Moyen
CRD-0016592,CLI-013665,4437596,En cours,0.22681315,657,Faible
CRD-0016593,CLI-007396,610500,En cours,0.00019331177,849,Faible
CRD-0016594,CLI-040799,1107551,En cours,0.00039111974,849,Faible
CRD-0016595,CLI-002797,16463317,En cours,0.00035519505,849,Faible
CRD-0016596,CLI-037285,16724751,En cours,0.57459164,361,Élevé
CRD-0016597,CLI-043840,3319606,En cours,0.23350972,651,Faible
CRD-0016598,CLI-028003,5572797,En cours,0.38973874,518,Moyen
CRD-0016599,CLI-026578,5636740,En cours,0.0006607711,849,Faible
CRD-0016600,CLI-039666,14388001,En cours,0.3647157,539,Moyen
CRD-0016601,CLI-011905,1985572,En cours,0.00052373076,849,Faible
CRD-0016602,CLI-009872,15181194,En cours,0.00031039174,849,Faible
CRD-0016603,CLI-043368,10327517,En cours,0.00073382456,849,Faible
CRD-0016604,CLI-013935,5854610,En cours,0.00095539185,849,Faible
CRD-0016605,CLI-012765,6481416,En cours,0.0006364932,849,Faible
CRD-0016606,CLI-037058,7762587,En cours,0.0005798725,849,Faible
CRD-0016607,CLI-020998,7886311,En cours,0.00047761662,849,Faible
CRD-0016608,CLI-012967,4987193,En cours,0.0006099679,849,Faible
CRD-0016609,CLI-028425,21973849,En cours,0.50779116,418,Élevé
CRD-0016610,CLI-032029,12691166,En cours,0.21095912,670,Faible
CRD-0016611,CLI-009460,14727238,En cours,0.18973085,688,Faible
CRD-0016612,CLI-009806,10102609,En cours,0.08767246,775,Faible
CRD-0016613,CLI-003958,10949672,En cours,0.00037934678,849,Faible
CRD-0016614,CLI-040283,7270225,En cours,0.21192348,669,Faible
CRD-0016615,CLI-012236,16085118,En cours,0.0007240901,849,Faible
CRD-0016616,CLI-013034,9699838,En cours,0.0003235765,849,Faible
CRD-0016617,CLI-005424,5114763,En cours,0.0011386013,849,Faible
CRD-0016618,CLI-044518,610500,En cours,0.010480953,841,Faible
CRD-0016619,CLI-041904,3847292,En cours,0.00032281052,849,Faible
CRD-0016620,CLI-021467,8135254,En cours,0.18603276,691,Faible
CRD-0016621,CLI-044996,9509301,En cours,0.12484778,743,Faible
CRD-0016622,CLI-025861,2033105,En cours,0.0007113869,849,Faible
CRD-0016623,CLI-017725,610500,En cours,0.0090333745,842,Faible
CRD-0016624,CLI-026325,22681583,En cours,0.0008313499,849,Faible
CRD-0016625,CLI-018949,9180021,En cours,0.00022839493,849,Faible
CRD-0016626,CLI-041444,7190329,En cours,0.0005898241,849,Faible
CRD-0016627,CLI-037819,10340124,En cours,0.0005345861,849,Faible
CRD-0016628,CLI-026854,2631298,En cours,0.25244942,635,Faible
CRD-0016629,CLI-020569,15826443,En cours,0.41276288,499,Moyen
CRD-0016630,CLI-000303,6231557,En cours,0.24869156,638,Faible
CRD-0016631,CLI-023546,4731625,En cours,0.102947205,762,Faible
CRD-0016632,CLI-007571,5531380,En cours,0.17361256,702,Faible
CRD-0016633,CLI-022701,5043176,En cours,0.14116,730,Faible
CRD-0016634,CLI-022879,2281213,En cours,0.0005967743,849,Faible
CRD-0016635,CLI-013992,11850226,En cours,0.00034389502,849,Faible
CRD-0016636,CLI-035109,12716379,En cours,0.00044961428,849,Faible
CRD-0016637,CLI-013112,1128760,En cours,0.00041200005,849,Faible
CRD-0016638,CLI-042999,7495383,En cours,0.00037809685,849,Faible
CRD-0016639,CLI-023092,9973104,En cours,0.00030772018,849,Faible
CRD-0016640,CLI-016452,6052473,En cours,0.00041804241,849,Faible
CRD-0016641,CLI-025243,14038350,En cours,0.00044534382,849,Faible
CRD-0016642,CLI-011731,18665116,En cours,0.620284,322,Élevé
CRD-0016643,CLI-041696,12041728,En cours,0.23712966,648,Faible
CRD-0016644,CLI-033856,9165150,En cours,0.23915002,646,Faible
CRD-0016645,CLI-014320,4482688,En cours,0.00066305534,849,Faible
CRD-0016646,CLI-004662,610500,En cours,0.011934231,839,Faible
CRD-0016647,CLI-038867,4279990,En cours,0.05415243,803,Faible
CRD-0016648,CLI-011893,13671256,En cours,0.00038931187,849,Faible
CRD-0016649,CLI-007429,3151950,En cours,0.20352021,677,Faible
CRD-0016650,CLI-041518,16683738,En cours,0.0003307945,849,Faible
CRD-0016651,CLI-035567,6790250,En cours,0.0007572352,849,Faible
CRD-0016652,CLI-042048,2210498,En cours,0.051326476,806,Faible
CRD-0016653,CLI-007146,10502352,En cours,0.00019500325,849,Faible
CRD-0016654,CLI-022606,3820955,En cours,0.00064738624,849,Faible
CRD-0016655,CLI-020091,14414741,En cours,0.0003455601,849,Faible
CRD-0016656,CLI-040826,4177584,En cours,0.0004122825,849,Faible
CRD-0016657,CLI-037080,610500,En cours,0.0002579823,849,Faible
CRD-0016658,CLI-035754,5947851,En cours,0.23222592,652,Faible
CRD-0016659,CLI-033393,610500,En cours,0.00022879773,849,Faible
CRD-0016660,CLI-023518,13906946,En cours,0.0002676795,849,Faible
CRD-0016661,CLI-042559,15504386,En cours,0.00019872615,849,Faible
CRD-0016662,CLI-035995,5609042,En cours,0.00067800336,849,Faible
CRD-0016663,CLI-023114,18676092,En cours,0.0007715351,849,Faible
CRD-0016664,CLI-010090,4011998,En cours,0.32552022,573,Moyen
CRD-0016665,CLI-036077,7239810,En cours,0.00064361043,849,Faible
CRD-0016666,CLI-017801,2538258,En cours,0.00037577425,849,Faible
CRD-0016667,CLI-017174,610500,En cours,0.00026421944,849,Faible
CRD-0016668,CLI-025247,11445642,En cours,0.42342302,490,Moyen
CRD-0016669,CLI-005659,18295006,En cours,0.3893322,519,Moyen
CRD-0016670,CLI-014311,6400372,En cours,0.3902145,518,Moyen
CRD-0016671,CLI-031359,9174423,En cours,0.09530717,768,Faible
CRD-0016672,CLI-004031,1531445,En cours,0.049779743,807,Faible
CRD-0016673,CLI-026325,5620239,En cours,0.0004535628,849,Faible
CRD-0016674,CLI-013402,610500,En cours,0.00016670444,849,Faible
CRD-0016675,CLI-002456,18295665,En cours,0.0006377469,849,Faible
CRD-0016676,CLI-007584,1826964,En cours,0.0005502392,849,Faible
CRD-0016677,CLI-018952,9148007,En cours,0.0004543653,849,Faible
CRD-0016678,CLI-035427,18823699,En cours,0.0005406038,849,Faible
CRD-0016679,CLI-042351,9855192,En cours,0.0004441932,849,Faible
CRD-0016680,CLI-042283,8526451,En cours,0.00049940724,849,Faible
CRD-0016681,CLI-013016,11111900,En cours,0.20053315,679,Faible
CRD-0016682,CLI-023503,1340005,En cours,0.0007753582,849,Faible
CRD-0016683,CLI-011472,610500,En cours,0.0005291674,849,Faible
CRD-0016684,CLI-003333,10581076,En cours,0.00016836017,849,Faible
CRD-0016685,CLI-001642,9900301,En cours,0.00077373174,849,Faible
CRD-0016686,CLI-023066,11061949,En cours,0.20844166,672,Faible
CRD-0016687,CLI-015268,610500,En cours,0.006736102,844,Faible
CRD-0016688,CLI-014906,944840,En cours,0.03759277,818,Faible
CRD-0016689,CLI-035638,9862310,En cours,0.00021444133,849,Faible
CRD-0016690,CLI-034808,8134119,En cours,0.06266436,796,Faible
CRD-0016691,CLI-005305,14690260,En cours,0.19480512,684,Faible
CRD-0016692,CLI-019940,10995886,En cours,0.0003746688,849,Faible
CRD-0016693,CLI-016647,16441290,En cours,0.0008007556,849,Faible
CRD-0016694,CLI-005629,16049850,En cours,0.0006813282,849,Faible
CRD-0016695,CLI-034961,12893217,En cours,0.0005424318,849,Faible
CRD-0016696,CLI-032314,8470474,En cours,0.0004481838,849,Faible
CRD-0016697,CLI-004542,11147333,En cours,0.000179408,849,Faible
CRD-0016698,CLI-035806,11768138,En cours,0.42550775,488,Moyen
CRD-0016699,CLI-015490,16479532,En cours,0.0007137593,849,Faible
CRD-0016700,CLI-001609,6987313,En cours,0.00039050129,849,Faible
CRD-0016701,CLI-040919,11737790,En cours,0.00017415865,849,Faible
CRD-0016702,CLI-001486,647118,En cours,0.012994803,838,Faible
CRD-0016703,CLI-022656,6839193,En cours,0.00048340674,849,Faible
CRD-0016704,CLI-036324,10556375,En cours,0.00018967148,849,Faible
CRD-0016705,CLI-019252,11468731,En cours,0.0015927191,848,Faible
CRD-0016706,CLI-025130,12961471,En cours,0.000642586,849,Faible
CRD-0016707,CLI-013351,4760404,En cours,0.00020167147,849,Faible
CRD-0016708,CLI-039155,9491901,En cours,0.00037194576,849,Faible
CRD-0016709,CLI-017262,6111368,En cours,0.4720955,448,Moyen
CRD-0016710,CLI-020011,20390437,En cours,0.49724743,427,Moyen
CRD-0016711,CLI-044824,610500,En cours,0.00024731917,849,Faible
CRD-0016712,CLI-040008,22134471,En cours,0.6485833,300,Élevé
CRD-0016713,CLI-018825,13280554,En cours,0.27871472,613,Faible
CRD-0016714,CLI-029875,610500,En cours,0.00047777756,849,Faible
CRD-0016715,CLI-004400,6115702,En cours,0.00048668942,849,Faible
CRD-0016716,CLI-022886,10657346,En cours,0.0004989452,849,Faible
CRD-0016717,CLI-003734,8860199,En cours,0.0006073942,849,Faible
CRD-0016718,CLI-028656,610500,En cours,0.00046385918,849,Faible
CRD-0016719,CLI-029994,2080535,En cours,0.0002394831,849,Faible
CRD-0016720,CLI-024826,9885900,En cours,0.00037516773,849,Faible
CRD-0016721,CLI-023189,672930,En cours,0.00067856547,849,Faible
CRD-0016722,CLI-015081,14257068,En cours,0.08778722,775,Faible
CRD-0016723,CLI-008890,7530615,En cours,0.0012022177,848,Faible
CRD-0016724,CLI-007215,12770781,En cours,0.00026919102,849,Faible
CRD-0016725,CLI-003428,2424515,En cours,0.0007954941,849,Faible
CRD-0016726,CLI-032227,882252,En cours,0.0003918514,849,Faible
CRD-0016727,CLI-044461,15463782,En cours,0.0007903136,849,Faible
CRD-0016728,CLI-042699,8757787,En cours,0.00026287718,849,Faible
CRD-0016729,CLI-026516,610500,En cours,0.00497426,845,Faible
CRD-0016730,CLI-018100,4067847,En cours,0.00030398837,849,Faible
CRD-0016731,CLI-038599,10377224,En cours,0.0361044,819,Faible
CRD-0016732,CLI-014361,610500,En cours,0.00034102736,849,Faible
CRD-0016733,CLI-021259,610500,En cours,0.0003070769,849,Faible
CRD-0016734,CLI-016325,610500,En cours,0.0005566714,849,Faible
CRD-0016735,CLI-017642,13900688,En cours,0.0006846821,849,Faible
CRD-0016736,CLI-000711,610500,En cours,0.000300384,849,Faible
CRD-0016737,CLI-000009,14994088,En cours,0.00038455173,849,Faible
CRD-0016738,CLI-038216,10836503,En cours,0.00051403,849,Faible
CRD-0016739,CLI-028529,4582138,En cours,0.066373706,793,Faible
CRD-0016740,CLI-014285,16188293,En cours,0.00081920344,849,Faible
CRD-0016741,CLI-044213,900463,En cours,0.00030140555,849,Faible
CRD-0016742,CLI-007919,5339201,En cours,0.102767155,762,Faible
CRD-0016743,CLI-004426,8657855,En cours,0.0002383319,849,Faible
CRD-0016744,CLI-031132,6329768,En cours,0.0006148352,849,Faible
CRD-0016745,CLI-022415,9445772,En cours,0.0004391983,849,Faible
CRD-0016746,CLI-038005,12639371,En cours,0.0006439151,849,Faible
CRD-0016747,CLI-038852,5348218,En cours,0.00054398715,849,Faible
CRD-0016748,CLI-019408,18176520,En cours,0.00060355035,849,Faible
CRD-0016749,CLI-025553,3408409,En cours,0.0006303056,849,Faible
CRD-0016750,CLI-016050,7384370,En cours,0.0008060045,849,Faible
CRD-0016751,CLI-034309,11759451,En cours,0.2944839,599,Faible
CRD-0016752,CLI-006309,7942636,En cours,0.0006338527,849,Faible
CRD-0016753,CLI-024958,610500,En cours,0.00015810119,849,Faible
CRD-0016754,CLI-026632,8864497,En cours,0.13481879,735,Faible
CRD-0016755,CLI-016036,3136981,En cours,0.3788247,527,Moyen
CRD-0016756,CLI-010222,19584376,En cours,0.0009793339,849,Faible
CRD-0016757,CLI-027054,17804646,En cours,0.00080976204,849,Faible
CRD-0016758,CLI-003126,9783549,En cours,0.13552451,734,Faible
CRD-0016759,CLI-027256,7262319,En cours,0.043410093,813,Faible
CRD-0016760,CLI-014603,15625973,En cours,0.0006437215,849,Faible
CRD-0016761,CLI-018913,16363921,En cours,0.11894912,748,Faible
CRD-0016762,CLI-023406,11977436,En cours,0.00091800856,849,Faible
CRD-0016763,CLI-016703,17630959,En cours,0.0007342471,849,Faible
CRD-0016764,CLI-022203,11310795,En cours,0.00024474307,849,Faible
CRD-0016765,CLI-014258,9952328,En cours,0.00045837078,849,Faible
CRD-0016766,CLI-030867,10813964,En cours,0.00037376978,849,Faible
CRD-0016767,CLI-017052,5522375,En cours,0.16274822,711,Faible
CRD-0016768,CLI-006227,13852514,En cours,0.00043527666,849,Faible
CRD-0016769,CLI-017360,7722129,En cours,0.28630283,606,Faible
CRD-0016770,CLI-009657,10930264,En cours,0.00026119305,849,Faible
CRD-0016771,CLI-003460,7286861,En cours,0.2997036,595,Faible
CRD-0016772,CLI-039090,11825751,En cours,0.00022438151,849,Faible
CRD-0016773,CLI-028080,10539495,En cours,0.090258226,773,Faible
CRD-0016774,CLI-029674,15132054,En cours,0.0004299556,849,Faible
CRD-0016775,CLI-005107,5638645,En cours,0.18226562,695,Faible
CRD-0016776,CLI-043836,5407040,En cours,0.000407133,849,Faible
CRD-0016777,CLI-026577,13325701,En cours,0.0011926522,848,Faible
CRD-0016778,CLI-010782,19395854,En cours,0.0016077292,848,Faible
CRD-0016779,CLI-041523,7388997,En cours,0.16971412,705,Faible
CRD-0016780,CLI-043421,12849322,En cours,0.00076686667,849,Faible
CRD-0016781,CLI-024797,3736895,En cours,0.00073079404,849,Faible
CRD-0016782,CLI-011707,6155067,En cours,0.13955432,731,Faible
CRD-0016783,CLI-025591,9397878,En cours,0.0002822864,849,Faible
CRD-0016784,CLI-006297,11008799,En cours,0.00020965129,849,Faible
CRD-0016785,CLI-027440,10585985,En cours,0.0002731458,849,Faible
CRD-0016786,CLI-026334,7663845,En cours,0.0776447,784,Faible
CRD-0016787,CLI-011880,610500,En cours,0.00013810165,849,Faible
CRD-0016788,CLI-013825,1275597,En cours,0.049079526,808,Faible
CRD-0016789,CLI-035547,17116912,En cours,0.00095245667,849,Faible
CRD-0016790,CLI-043088,6652893,En cours,0.24936724,638,Faible
CRD-0016791,CLI-012020,8921871,En cours,0.0002716048,849,Faible
CRD-0016792,CLI-030869,10291052,En cours,0.00027469918,849,Faible
CRD-0016793,CLI-030270,23279800,En cours,0.5734222,362,Élevé
CRD-0016794,CLI-030247,7508558,En cours,0.14770143,724,Faible
CRD-0016795,CLI-006948,15261560,En cours,0.16114657,713,Faible
CRD-0016796,CLI-004354,3167994,En cours,0.00028985698,849,Faible
CRD-0016797,CLI-026716,6022784,En cours,0.17126799,704,Faible
CRD-0016798,CLI-029984,12077546,En cours,0.0012301767,848,Faible
CRD-0016799,CLI-044752,12941758,En cours,0.00020813418,849,Faible
CRD-0016800,CLI-044228,11516814,En cours,0.0004687725,849,Faible
CRD-0016801,CLI-005132,9378867,En cours,0.14863373,723,Faible
CRD-0016802,CLI-001443,8671035,En cours,0.592671,346,Élevé
CRD-0016803,CLI-018461,16885911,En cours,0.0010381221,849,Faible
CRD-0016804,CLI-002717,18280629,En cours,0.00042536177,849,Faible
CRD-0016805,CLI-042537,8513154,En cours,0.00033591664,849,Faible
CRD-0016806,CLI-019769,8867293,En cours,0.00029015393,849,Faible
