Age,Annual_Income,Employment_Years,Loan_Amount,Credit_Utilization,Number_of_Credit_Cards,Number_of_Late_Payments,Debt_to_Income_Ratio,Number_of_Open_Accounts,Has_Mortgage,Has_Dependents,Credit_Score,Default_Probability,Loan_Status
35,67023.24,37,1000.0,0.125,8,1,0.015,8,0,0,850.0,0.05,Paid
66,20006.87,38,1000.0,0.712,6,2,0.05,8,0,0,653.0,0.344,Paid
33,38592.54,24,15802.05,0.22,4,2,0.409,12,0,0,690.0,0.283,Paid
31,83885.15,16,10047.71,0.914,9,1,0.12,5,1,1,589.0,0.44,Paid
65,60618.28,36,9487.67,0.969,7,2,0.157,2,1,0,555.0,0.482,Default
46,97385.63,2,11538.38,0.219,1,5,0.118,3,0,0,570.0,0.389,Paid
42,40505.88,23,1000.0,0.751,6,2,0.025,14,1,0,616.0,0.382,Paid
48,111042.94,17,22404.67,0.972,4,1,0.202,10,0,0,532.0,0.485,Default
44,113907.56,25,11998.17,0.938,6,3,0.105,3,0,1,507.0,0.527,Default
49,47101.59,20,15381.27,0.575,8,2,0.327,11,0,0,612.0,0.408,Paid
29,50911.33,10,24402.95,0.34,9,1,0.479,8,1,0,677.0,0.33,Paid
62,85040.04,16,11557.59,0.061,3,1,0.136,6,0,1,812.0,0.103,Paid
24,48744.46,37,23893.04,0.885,2,2,0.49,2,1,0,490.0,0.547,Default
69,54687.86,20,18632.55,0.083,7,1,0.341,14,0,1,792.0,0.165,Paid
66,45335.91,3,23831.12,0.586,7,3,0.526,10,0,0,490.0,0.556,Default
38,45874.42,31,24665.49,0.223,3,3,0.538,5,1,0,633.0,0.359,Paid
63,62359.32,17,20123.57,0.275,5,2,0.323,9,0,0,682.0,0.293,Paid
36,54527.66,27,14109.73,0.072,8,3,0.259,7,1,1,751.0,0.222,Paid
53,18214.07,35,19978.75,0.084,3,2,1.097,13,1,1,610.0,0.413,Paid
49,88821.77,36,4544.27,0.376,8,0,0.051,8,1,0,839.0,0.114,Paid
59,91986.9,25,18784.62,0.866,3,0,0.204,11,0,0,614.0,0.378,Paid
30,70247.92,23,22968.65,0.576,4,3,0.327,8,0,0,558.0,0.453,Default
29,62515.25,9,5439.63,0.551,3,2,0.087,7,0,0,620.0,0.348,Paid
51,41282.86,37,27861.39,0.627,5,1,0.675,2,0,1,586.0,0.449,Paid
48,50762.72,7,14392.01,0.548,8,2,0.284,5,0,1,603.0,0.41,Paid
23,81783.18,1,18834.88,0.333,5,0,0.23,12,0,1,731.0,0.22,Paid
34,71958.4,34,2972.06,0.868,7,0,0.041,5,1,0,684.0,0.312,Paid
45,69105.63,20,1000.0,0.492,4,0,0.014,4,0,0,759.0,0.181,Paid
35,69955.62,26,27137.68,0.75,2,4,0.388,1,0,1,449.0,0.584,Default
22,81249.85,22,13631.23,0.898,6,1,0.168,5,0,0,581.0,0.436,Paid
44,78249.82,31,24880.99,0.053,5,2,0.318,12,1,0,777.0,0.175,Paid
34,73788.11,25,13208.96,0.495,8,1,0.179,4,1,0,716.0,0.272,Paid
68,53035.04,6,6287.33,0.612,8,0,0.119,14,0,0,695.0,0.288,Paid
27,93687.55,32,32317.52,0.517,1,2,0.345,7,1,1,615.0,0.366,Paid
56,50301.63,16,14264.78,0.889,8,2,0.284,10,0,1,519.0,0.529,Default
44,42624.78,7,16137.31,0.924,3,1,0.379,12,1,1,486.0,0.539,Default
47,48724.26,16,13263.1,0.175,2,4,0.272,1,0,0,625.0,0.34,Paid
57,36175.58,17,1000.0,0.331,4,3,0.028,1,1,0,679.0,0.277,Paid
58,71671.52,35,20411.05,0.295,8,4,0.285,12,0,0,654.0,0.354,Paid
50,59728.74,38,19210.53,0.512,5,0,0.322,13,1,1,733.0,0.245,Paid
47,82573.0,22,23942.83,0.405,7,3,0.29,13,1,0,629.0,0.375,Paid
59,15000.0,11,6876.85,0.384,8,2,0.458,5,0,0,625.0,0.389,Paid
35,64217.9,22,1000.0,0.547,3,1,0.016,14,0,1,702.0,0.249,Paid
46,54862.52,32,20720.47,0.506,7,2,0.378,14,0,1,642.0,0.372,Paid
21,53087.91,27,28065.58,0.483,7,2,0.529,3,0,1,608.0,0.418,Paid
24,39186.55,22,1000.0,0.155,9,1,0.026,11,0,0,847.0,0.096,Paid
49,60872.52,6,1041.55,0.552,3,3,0.017,14,1,0,588.0,0.384,Paid
21,44705.78,1,9490.49,0.105,6,2,0.212,4,1,0,728.0,0.224,Paid
63,90393.48,0,1000.0,0.623,7,1,0.011,1,0,0,656.0,0.323,Paid
66,72541.32,3,11071.53,0.63,9,4,0.153,14,1,0,522.0,0.512,Default
42,79628.59,7,18775.81,0.292,4,2,0.236,9,0,0,669.0,0.294,Paid
31,25192.84,28,22297.98,0.176,4,2,0.885,4,0,1,616.0,0.4,Paid
30,77712.79,17,20401.22,0.792,5,0,0.263,2,1,0,619.0,0.382,Paid
37,75827.65,36,13502.95,0.766,5,0,0.178,1,0,0,681.0,0.308,Paid
56,51873.63,30,27792.6,0.93,1,1,0.536,8,1,1,489.0,0.543,Default
67,56271.23,5,1000.0,0.465,8,1,0.018,6,1,1,717.0,0.251,Paid
46,40344.97,23,4441.11,0.343,8,2,0.11,7,1,0,731.0,0.244,Paid
68,53848.77,14,15331.56,0.331,9,0,0.285,14,0,0,767.0,0.21,Paid
41,71292.51,39,7313.44,0.218,3,1,0.103,12,1,0,817.0,0.11,Paid
33,46613.16,11,13613.39,0.375,6,1,0.292,14,1,0,691.0,0.286,Paid
29,60722.32,13,19814.88,0.169,9,3,0.326,9,1,0,685.0,0.309,Paid
31,110912.5,26,9483.14,0.861,4,0,0.086,6,0,0,647.0,0.338,Paid
31,40424.04,36,9525.26,0.373,9,1,0.236,3,1,0,768.0,0.218,Paid
26,66642.73,12,12371.63,0.559,6,0,0.186,7,0,1,699.0,0.275,Paid
21,39323.7,37,23755.19,0.112,4,1,0.604,6,0,0,750.0,0.222,Paid
26,30290.29,37,21339.44,0.311,6,0,0.704,12,0,1,720.0,0.282,Paid
33,75985.89,2,23044.99,0.258,6,0,0.303,6,1,0,746.0,0.21,Paid
42,51862.55,15,16511.34,0.875,4,0,0.318,2,0,1,574.0,0.435,Paid
51,91987.57,11,16757.36,0.217,5,0,0.182,12,0,0,795.0,0.14,Paid
42,71357.27,13,26649.85,0.79,1,0,0.373,13,0,1,569.0,0.422,Paid
57,44283.96,33,6429.12,0.313,9,2,0.145,2,1,0,758.0,0.223,Paid
67,42460.86,30,26896.29,0.246,7,0,0.633,10,0,0,744.0,0.249,Paid
47,74412.16,38,16719.52,0.059,5,1,0.225,14,1,0,848.0,0.085,Paid
34,38941.85,4,15491.36,0.321,5,1,0.398,9,0,0,667.0,0.31,Paid
67,38380.88,11,9934.56,0.115,6,2,0.259,7,0,1,736.0,0.222,Paid
25,25615.86,25,27107.01,0.387,8,1,1.058,10,1,0,572.0,0.492,Default
56,72467.77,16,23437.19,0.099,3,2,0.323,8,0,0,723.0,0.225,Paid
52,43807.54,10,1466.98,0.11,8,1,0.033,7,0,0,830.0,0.104,Paid
54,67194.32,32,18244.99,0.38,3,0,0.272,9,0,0,761.0,0.189,Paid
27,33955.09,39,7769.57,0.467,5,1,0.229,12,1,1,727.0,0.247,Paid
62,27233.44,3,12322.81,0.359,5,2,0.452,3,0,0,603.0,0.393,Paid
68,74395.4,31,1000.0,0.072,2,4,0.013,6,0,0,738.0,0.191,Paid
30,56829.74,30,16566.41,0.216,1,2,0.292,5,0,1,712.0,0.234,Paid
37,46435.94,10,17068.77,0.923,3,0,0.368,2,1,0,534.0,0.48,Default
50,50270.92,16,17704.39,0.582,4,0,0.352,3,0,1,657.0,0.326,Paid
41,50342.21,26,10944.12,0.844,7,1,0.217,3,1,1,600.0,0.421,Paid
33,100685.37,7,12237.42,0.098,7,2,0.122,1,0,0,765.0,0.182,Paid
21,65308.63,20,1000.0,0.057,9,2,0.015,9,0,1,835.0,0.107,Paid
21,62779.85,32,24623.99,0.777,4,0,0.392,8,1,0,622.0,0.384,Paid
67,44930.27,4,1000.0,0.408,3,3,0.022,5,0,0,626.0,0.332,Paid
53,75736.23,31,18984.86,0.393,3,1,0.251,12,1,0,719.0,0.241,Paid
58,36953.99,24,12739.1,0.272,1,1,0.345,14,1,1,713.0,0.234,Paid
45,70373.7,7,20734.2,0.199,6,2,0.295,1,0,0,695.0,0.274,Paid
46,70481.9,26,16515.3,0.82,4,4,0.234,4,0,1,469.0,0.566,Default
33,80350.77,25,5159.15,0.107,5,1,0.064,12,0,1,840.0,0.082,Paid
48,20629.78,39,20654.5,0.513,2,1,1.001,6,0,0,544.0,0.498,Default
53,82544.89,28,14565.29,0.385,8,1,0.176,6,0,0,755.0,0.221,Paid
57,67076.18,8,12720.8,0.306,3,1,0.19,11,1,0,711.0,0.233,Paid
61,44913.67,17,17287.59,0.757,7,1,0.385,8,0,0,575.0,0.454,Default
50,16815.81,6,26550.51,0.867,9,0,1.5,2,1,0,347.0,0.805,Default
69,51875.17,20,11434.8,0.231,9,1,0.22,7,1,1,782.0,0.189,Paid
68,63736.58,15,18742.19,0.122,8,2,0.294,11,1,0,745.0,0.227,Paid
28,29597.01,2,17115.13,0.399,3,3,0.578,5,0,1,514.0,0.499,Default
69,42979.97,31,10731.51,0.459,5,2,0.25,14,0,1,669.0,0.317,Paid
67,34730.79,9,9141.92,0.099,1,3,0.263,14,1,0,671.0,0.271,Paid
21,51304.73,31,4908.8,0.487,7,1,0.096,10,0,0,742.0,0.232,Paid
32,38234.6,7,20024.1,0.935,4,2,0.524,6,0,0,419.0,0.637,Default
25,103405.13,31,9048.58,0.409,9,1,0.088,11,1,0,777.0,0.198,Paid
44,77273.72,3,2333.7,0.887,8,1,0.03,13,0,1,584.0,0.428,Paid
26,37888.64,28,14422.83,0.839,7,0,0.381,6,1,1,613.0,0.414,Paid
45,40801.23,11,24795.0,0.456,4,0,0.608,8,0,0,634.0,0.363,Paid
21,30382.0,36,26668.25,0.707,2,3,0.878,14,0,0,424.0,0.644,Default
45,56993.42,35,1000.0,0.244,3,2,0.018,10,0,0,778.0,0.153,Paid
21,95503.28,18,16232.74,0.176,8,3,0.17,14,1,0,719.0,0.255,Paid
52,83947.05,36,20263.02,0.052,6,1,0.241,14,1,0,848.0,0.091,Paid
62,63960.54,30,19769.23,0.118,3,2,0.309,12,1,1,748.0,0.2,Paid
62,54116.36,25,14153.43,0.634,2,5,0.262,13,1,0,467.0,0.552,Default
23,71028.83,5,31059.92,0.873,8,3,0.437,4,0,0,431.0,0.641,Default
69,65596.32,28,27595.34,0.959,9,0,0.421,10,1,1,579.0,0.474,Default
39,68659.02,16,14109.3,0.499,7,0,0.205,5,1,0,726.0,0.249,Paid
63,63947.43,19,10847.07,0.181,5,4,0.17,6,0,0,665.0,0.305,Paid
49,68896.22,9,18375.22,0.05,8,4,0.267,13,0,1,680.0,0.302,Paid
22,31587.98,5,19781.32,0.966,3,2,0.626,8,0,0,380.0,0.684,Default
29,57593.39,31,15501.15,0.811,4,1,0.269,14,1,0,595.0,0.413,Paid
37,64670.4,1,16367.51,0.537,3,3,0.253,11,0,0,535.0,0.459,Default
66,51298.93,9,30304.44,0.278,3,2,0.591,12,1,0,601.0,0.391,Paid
56,35044.75,36,30572.12,0.531,8,0,0.872,4,0,1,628.0,0.422,Paid
37,60104.5,26,22800.63,0.83,3,2,0.379,13,0,1,512.0,0.514,Default
69,142957.9,18,24220.99,0.567,6,0,0.169,13,0,1,712.0,0.262,Paid
32,43538.0,15,23523.26,0.976,7,2,0.54,1,1,1,434.0,0.642,Default
40,57154.8,19,13006.69,0.149,1,1,0.228,11,0,0,763.0,0.16,Paid
23,85227.71,35,19494.14,0.964,8,5,0.229,12,0,0,425.0,0.654,Default
63,95462.49,4,17601.69,0.594,8,0,0.184,8,0,0,683.0,0.305,Paid
24,48334.21,17,27301.44,0.578,4,5,0.565,4,0,0,418.0,0.637,Default
37,79292.31,7,17921.9,0.384,8,2,0.226,5,0,0,664.0,0.327,Paid
57,75825.04,12,23588.46,0.088,6,2,0.311,4,1,0,735.0,0.225,Paid
66,49873.45,9,13789.27,0.757,7,0,0.276,14,0,0,621.0,0.388,Paid
62,72499.18,35,21935.27,0.307,3,0,0.303,10,0,1,783.0,0.163,Paid
35,56538.57,18,17719.53,0.376,3,2,0.313,8,0,1,646.0,0.328,Paid
53,47464.47,30,7477.48,0.546,9,0,0.158,13,0,0,760.0,0.226,Paid
36,94381.31,35,22245.55,0.103,9,2,0.236,12,0,0,807.0,0.162,Paid
31,72986.64,28,25392.87,0.06,3,2,0.348,6,0,1,753.0,0.192,Paid
40,26364.0,22,1000.0,0.148,9,1,0.038,2,1,0,847.0,0.096,Paid
58,57445.57,31,1000.0,0.734,3,4,0.017,5,1,0,543.0,0.457,Default
44,49610.23,10,17365.51,0.227,4,2,0.35,6,1,0,672.0,0.296,Paid
36,55787.06,1,18946.61,0.528,3,2,0.34,7,1,0,561.0,0.431,Paid
50,70319.14,31,5921.06,0.223,5,1,0.084,1,0,0,813.0,0.122,Paid
54,65868.11,4,17871.76,0.315,4,2,0.271,4,1,0,649.0,0.319,Paid
21,88681.51,30,14050.63,0.085,9,1,0.158,3,0,0,850.0,0.092,Paid
44,84437.01,12,1000.0,0.391,2,1,0.012,2,0,0,724.0,0.206,Paid
44,35722.04,21,16799.67,0.177,8,3,0.47,5,1,0,665.0,0.34,Paid
29,58033.72,34,5280.85,0.569,3,2,0.091,12,1,1,664.0,0.307,Paid
42,21064.24,18,20725.35,0.828,9,2,0.984,6,1,1,406.0,0.71,Default
32,40066.26,28,9959.78,0.867,2,2,0.249,12,1,0,526.0,0.485,Default
37,18088.27,22,18529.93,0.918,7,3,1.024,4,0,0,329.0,0.801,Default
45,28640.1,18,26735.0,0.165,6,1,0.933,9,1,0,640.0,0.38,Paid
48,88002.06,15,10818.09,0.53,8,1,0.123,14,1,1,696.0,0.289,Paid
35,75054.17,30,13709.94,0.157,3,2,0.183,4,0,1,761.0,0.177,Paid
50,72341.2,15,27490.42,0.335,6,1,0.38,3,1,1,693.0,0.288,Paid
47,83506.75,25,20661.28,0.265,2,1,0.247,11,0,0,741.0,0.2,Paid
42,72254.12,2,14213.73,0.062,7,0,0.197,1,0,0,831.0,0.1,Paid
30,58304.53,22,29702.09,0.917,3,1,0.509,8,1,0,492.0,0.545,Default
51,48213.21,8,12888.48,0.777,5,0,0.267,1,1,1,604.0,0.395,Paid
47,93912.97,23,12713.87,0.533,3,1,0.135,10,0,1,684.0,0.278,Paid
32,86127.71,32,5981.62,0.371,1,3,0.069,12,1,0,674.0,0.275,Paid
66,55610.75,13,20599.48,0.433,1,0,0.37,4,0,0,677.0,0.278,Paid
51,75277.26,27,4620.2,0.241,4,1,0.061,13,1,1,799.0,0.131,Paid
52,15000.0,23,28453.7,0.95,5,0,1.5,8,1,0,336.0,0.804,Default
52,76284.65,6,9328.6,0.315,1,2,0.122,6,0,0,668.0,0.271,Paid
61,49984.21,37,19570.75,0.119,3,2,0.392,10,1,0,745.0,0.211,Paid
65,114249.72,24,15419.45,0.575,3,2,0.135,9,1,1,634.0,0.342,Paid
55,83012.46,1,20152.18,0.746,2,2,0.243,14,1,0,510.0,0.489,Default
66,20546.32,0,19026.94,0.953,6,3,0.926,13,0,1,300.0,0.829,Default
41,45774.0,22,15922.91,0.628,2,0,0.348,7,1,0,646.0,0.332,Paid
30,61211.61,39,11358.55,0.221,4,0,0.186,9,0,0,844.0,0.086,Paid
36,59151.23,17,17594.73,0.414,5,3,0.297,11,1,0,605.0,0.391,Paid
27,58247.89,7,27490.91,0.344,3,3,0.472,6,0,1,561.0,0.435,Paid
24,79694.63,33,11959.7,0.068,1,0,0.15,3,0,0,850.0,0.026,Paid
47,49184.45,7,3796.03,0.415,1,1,0.077,1,0,1,689.0,0.245,Paid
45,58553.37,28,21503.23,0.794,1,0,0.367,11,0,1,599.0,0.392,Paid
51,90521.44,12,17601.69,0.427,6,2,0.194,11,1,1,657.0,0.325,Paid
31,90844.39,0,28518.47,0.842,4,1,0.314,13,0,0,515.0,0.501,Default
68,79554.76,28,20463.92,0.741,6,0,0.257,7,0,1,662.0,0.338,Paid
40,53005.46,36,27456.75,0.719,1,2,0.518,1,0,0,528.0,0.491,Default
56,45853.5,0,32322.74,0.404,5,0,0.705,8,0,0,613.0,0.393,Paid
37,59174.12,4,12185.58,0.1,1,2,0.206,7,1,0,712.0,0.214,Paid
65,60569.03,1,13958.42,0.871,4,2,0.23,13,1,0,485.0,0.535,Default
31,59293.43,21,26060.07,0.644,9,3,0.44,14,1,1,536.0,0.517,Default
50,71125.91,29,15798.5,0.134,6,0,0.222,10,0,0,850.0,0.082,Paid
55,67213.33,10,10972.47,0.126,4,0,0.163,3,1,0,820.0,0.099,Paid
61,66378.15,28,12329.01,0.621,7,2,0.186,1,0,0,637.0,0.368,Paid
58,50665.12,2,8764.35,0.443,1,3,0.173,13,0,0,572.0,0.395,Paid
42,36021.26,12,1000.0,0.227,1,2,0.028,6,0,1,725.0,0.195,Paid
63,73892.84,2,21493.35,0.273,5,2,0.291,11,0,0,659.0,0.312,Paid
68,61213.82,9,7730.49,0.409,7,3,0.126,10,0,1,635.0,0.353,Paid
47,68176.21,3,1000.0,0.748,9,2,0.015,7,1,0,594.0,0.417,Paid
57,68734.45,13,23796.73,0.233,9,1,0.346,4,1,0,742.0,0.241,Paid
66,19463.74,22,1000.0,0.703,8,0,0.051,2,0,0,713.0,0.273,Paid
69,94430.22,16,26280.63,0.217,2,2,0.278,7,0,1,691.0,0.258,Paid
55,48697.95,0,21682.48,0.76,1,2,0.445,2,1,0,458.0,0.558,Default
24,87478.89,14,19467.44,0.887,3,3,0.223,11,0,0,462.0,0.564,Default
36,68493.13,1,3201.18,0.462,1,1,0.047,4,1,0,669.0,0.267,Paid
36,38428.58,17,1000.0,0.646,1,2,0.026,11,1,1,610.0,0.352,Paid
41,45847.23,38,7782.73,0.298,8,1,0.17,1,1,0,803.0,0.164,Paid
46,46217.55,21,1000.0,0.913,3,0,0.022,3,0,1,629.0,0.35,Paid
56,47367.8,27,1000.0,0.446,2,1,0.021,1,0,0,736.0,0.201,Paid
39,24612.88,29,23548.03,0.512,6,2,0.957,5,0,0,513.0,0.554,Default
37,44030.76,12,35117.8,0.293,1,2,0.798,7,0,0,552.0,0.453,Default
65,79347.64,2,16189.11,0.23,2,1,0.204,8,0,0,714.0,0.219,Paid
46,81395.11,2,15324.87,0.262,4,1,0.188,11,0,0,718.0,0.227,Paid
42,46474.84,25,8993.67,0.493,7,1,0.194,2,0,0,709.0,0.275,Paid
48,22542.64,3,23967.68,0.178,2,1,1.063,3,1,1,560.0,0.454,Default
21,72618.37,15,1000.0,0.411,4,2,0.014,12,0,0,694.0,0.258,Paid
64,38425.24,27,16912.18,0.405,4,0,0.44,10,1,1,714.0,0.26,Paid
56,39986.13,7,33406.15,0.453,8,2,0.835,3,1,0,521.0,0.538,Default
63,54343.32,39,16639.24,0.442,7,0,0.306,10,0,1,769.0,0.211,Paid
57,52470.62,15,12104.41,0.305,7,2,0.231,6,0,0,697.0,0.281,Paid
22,44204.92,30,30332.26,0.391,9,1,0.686,9,0,0,660.0,0.372,Paid
37,46012.06,22,34081.52,0.889,3,3,0.741,1,1,0,374.0,0.704,Default
60,49961.21,1,30028.78,0.085,3,2,0.601,12,0,1,641.0,0.332,Paid
58,45720.25,8,14158.28,0.132,9,2,0.31,8,0,0,730.0,0.25,Paid
41,46978.26,26,23464.57,0.914,2,0,0.499,14,0,0,538.0,0.483,Default
29,53885.4,21,30210.51,0.302,3,0,0.561,3,0,0,704.0,0.267,Paid
33,67067.15,33,10067.69,0.333,9,2,0.15,14,0,0,751.0,0.232,Paid
31,64981.05,8,6192.56,0.37,6,2,0.095,10,0,0,686.0,0.281,Paid
36,49156.59,32,19227.54,0.146,5,1,0.391,1,0,0,777.0,0.182,Paid
36,53666.13,37,4834.01,0.765,9,3,0.09,4,0,0,601.0,0.429,Paid
22,86886.98,33,3055.7,0.202,7,2,0.035,4,0,0,803.0,0.145,Paid
62,79732.68,34,9431.67,0.703,2,1,0.118,8,0,0,654.0,0.319,Paid
64,70964.36,25,6547.38,0.266,9,1,0.092,10,1,1,807.0,0.154,Paid
28,24573.36,6,5262.34,0.684,6,4,0.214,6,0,0,484.0,0.546,Default
63,62141.01,26,16560.42,0.954,3,1,0.266,9,1,0,538.0,0.479,Default
62,46490.55,11,17853.72,0.524,1,1,0.384,4,0,0,603.0,0.373,Paid
33,40869.77,16,1241.97,0.347,4,0,0.03,13,1,0,792.0,0.136,Paid
37,52806.23,20,18896.48,0.402,8,2,0.358,10,0,0,658.0,0.348,Paid
59,80941.5,21,16847.39,0.407,5,1,0.208,3,0,1,713.0,0.253,Paid
44,77765.55,25,4876.76,0.167,5,0,0.063,5,0,0,850.0,0.055,Paid
23,47609.72,38,15276.24,0.811,2,1,0.321,10,0,0,588.0,0.415,Paid
50,61692.41,12,17696.74,0.403,4,0,0.287,12,0,0,716.0,0.243,Paid
33,51568.8,22,18687.24,0.718,4,2,0.362,12,1,0,546.0,0.472,Default
39,55198.67,29,23907.97,0.301,9,0,0.433,3,1,0,776.0,0.213,Paid
27,79951.12,16,23177.38,0.381,7,3,0.29,9,1,0,625.0,0.378,Paid
29,58736.9,26,15439.3,0.875,7,1,0.263,14,0,0,582.0,0.447,Paid
39,24856.27,19,6089.68,0.445,9,0,0.245,14,1,0,750.0,0.234,Paid
65,62773.79,6,10256.64,0.378,9,2,0.163,8,0,0,681.0,0.308,Paid
60,96327.38,3,17104.59,0.342,5,0,0.178,3,0,0,743.0,0.204,Paid
42,46000.03,30,27919.8,0.88,1,0,0.607,1,1,0,529.0,0.494,Default
38,90970.85,29,1000.0,0.443,2,3,0.011,5,0,1,663.0,0.293,Paid
43,72349.3,30,16032.47,0.866,8,1,0.222,6,1,0,606.0,0.423,Paid
22,83525.21,3,13536.91,0.329,6,0,0.162,5,0,0,755.0,0.194,Paid
31,77508.84,17,17771.52,0.96,8,1,0.229,7,0,0,550.0,0.489,Default
51,63555.89,19,1256.22,0.518,3,2,0.02,12,0,1,664.0,0.295,Paid
53,47735.11,39,24139.22,0.203,3,2,0.506,11,1,0,701.0,0.275,Paid
34,63513.49,39,14800.0,0.444,6,3,0.233,7,1,0,658.0,0.34,Paid
36,64663.64,22,12358.32,0.684,4,2,0.191,2,0,0,591.0,0.407,Paid
31,79431.19,37,18971.83,0.876,4,5,0.239,8,0,0,434.0,0.618,Default
53,15000.0,8,18246.29,0.168,4,1,1.216,14,1,0,552.0,0.486,Default
27,31402.6,15,15256.98,0.569,2,1,0.486,2,1,0,582.0,0.413,Paid
51,64726.07,20,9509.2,0.545,7,1,0.147,14,1,0,692.0,0.292,Paid
68,66654.61,8,12834.33,0.355,5,1,0.193,10,1,0,706.0,0.254,Paid
66,42655.49,24,15266.85,0.43,5,1,0.358,10,0,0,682.0,0.301,Paid
67,67145.56,35,33217.34,0.333,7,2,0.495,14,1,0,676.0,0.332,Paid
34,73567.11,13,16139.78,0.331,5,6,0.219,4,0,0,518.0,0.492,Default
48,56105.82,16,21663.36,0.546,1,0,0.386,7,1,1,646.0,0.322,Paid
63,88591.11,27,23629.53,0.106,2,0,0.267,6,0,0,829.0,0.088,Paid
36,92328.89,7,15239.15,0.498,5,1,0.165,10,0,1,667.0,0.305,Paid
39,62435.7,13,28697.44,0.352,7,0,0.46,12,0,0,714.0,0.273,Paid
37,76817.45,14,1000.0,0.482,2,1,0.013,2,1,0,701.0,0.239,Paid
46,26072.76,38,18124.45,0.957,8,0,0.695,4,1,0,540.0,0.535,Default
26,81467.43,24,26068.53,0.739,5,0,0.32,3,0,0,637.0,0.364,Paid
63,89319.72,10,20156.11,0.851,9,0,0.226,13,0,0,615.0,0.408,Paid
69,39691.93,28,1000.0,0.395,6,2,0.025,12,0,0,732.0,0.23,Paid
29,72334.45,2,17891.44,0.706,3,3,0.247,6,0,1,488.0,0.523,Default
37,22529.01,38,14594.52,0.481,6,1,0.648,6,1,1,642.0,0.381,Paid
51,44264.54,21,15687.08,0.605,9,3,0.354,8,1,0,565.0,0.476,Default
32,49593.58,36,11852.81,0.457,1,1,0.239,14,0,1,702.0,0.253,Paid
43,30504.94,19,23446.52,0.172,1,1,0.769,8,0,0,648.0,0.332,Paid
25,55240.19,18,13578.74,0.931,8,2,0.246,12,1,0,518.0,0.53,Default
63,53920.77,12,27814.5,0.707,7,2,0.516,5,0,0,514.0,0.534,Default
56,72335.54,26,16540.1,0.609,1,3,0.229,4,1,0,559.0,0.43,Paid
56,29722.04,18,9059.17,0.572,8,0,0.305,3,0,0,694.0,0.304,Paid
23,72466.86,15,34317.05,0.722,5,1,0.474,9,0,0,554.0,0.471,Default
44,44216.64,1,7099.04,0.545,9,0,0.161,5,1,1,701.0,0.284,Paid
37,34429.77,0,11651.8,0.251,3,2,0.338,4,1,0,642.0,0.322,Paid
59,56072.17,2,18296.29,0.057,5,1,0.326,14,1,0,757.0,0.187,Paid
46,75054.86,23,1000.0,0.406,7,0,0.013,11,1,0,806.0,0.141,Paid
24,50315.81,37,17008.61,0.574,8,3,0.338,2,0,0,604.0,0.427,Paid
65,70278.12,1,9061.36,0.396,3,1,0.129,6,0,1,682.0,0.265,Paid
32,65578.13,15,37631.31,0.546,1,3,0.574,5,0,0,486.0,0.531,Default
21,122693.31,28,12589.63,0.668,6,4,0.103,2,0,0,555.0,0.462,Default
41,53748.29,36,4945.48,0.803,5,1,0.092,11,0,0,648.0,0.347,Paid
39,56670.19,3,18478.77,0.328,5,2,0.326,14,1,0,637.0,0.343,Paid
41,82158.45,13,16054.68,0.639,6,3,0.195,5,0,1,555.0,0.458,Default
38,58965.77,16,23111.15,0.879,3,3,0.392,14,1,1,435.0,0.607,Default
63,65019.73,16,6368.17,0.192,5,0,0.098,8,0,0,830.0,0.094,Paid
23,24867.08,19,30346.43,0.692,1,2,1.22,4,0,0,361.0,0.725,Default
69,57561.68,28,18683.94,0.9,8,4,0.325,1,0,0,451.0,0.622,Default
64,45898.05,25,7712.21,0.674,9,1,0.168,8,0,0,669.0,0.34,Paid
52,50409.85,37,16172.46,0.136,4,2,0.321,7,1,0,759.0,0.197,Paid
30,65130.77,16,21394.48,0.313,5,3,0.328,9,0,0,627.0,0.362,Paid
60,58901.82,11,19958.9,0.226,7,1,0.339,12,1,1,731.0,0.24,Paid
35,75443.25,27,2875.45,0.898,5,2,0.038,8,1,0,572.0,0.437,Paid
25,79079.68,8,1000.0,0.973,4,5,0.013,11,0,0,392.0,0.647,Default
24,56455.99,31,1385.27,0.453,8,1,0.025,7,0,0,771.0,0.196,Paid
48,65989.61,33,17175.57,0.883,6,0,0.26,7,0,0,629.0,0.385,Paid
24,19326.57,15,18794.5,0.176,2,0,0.972,10,1,1,643.0,0.352,Paid
35,66291.61,30,1000.0,0.053,4,2,0.015,11,1,0,831.0,0.086,Paid
37,81060.25,26,17834.61,0.579,3,5,0.22,13,1,1,499.0,0.515,Default
64,41804.97,28,7589.48,0.968,2,1,0.182,1,1,0,549.0,0.456,Default
23,75110.19,0,2830.03,0.573,6,1,0.038,6,1,1,661.0,0.31,Paid
30,50960.53,26,8775.13,0.962,1,3,0.172,9,0,0,464.0,0.554,Default
67,48466.28,31,15559.79,0.469,4,1,0.321,7,0,0,687.0,0.292,Paid
62,88483.76,10,14071.16,0.405,8,2,0.159,12,1,1,677.0,0.31,Paid
43,59342.11,34,1000.0,0.915,5,2,0.017,5,0,1,585.0,0.423,Paid
38,77336.31,1,29507.89,0.095,3,2,0.382,13,0,0,682.0,0.271,Paid
21,20947.65,0,21462.88,0.354,2,2,1.025,1,1,0,469.0,0.569,Default
55,47803.27,5,16519.34,0.462,6,1,0.346,10,0,0,642.0,0.349,Paid
